marque;modele;annee;age_voiture;carburant;boite_vitesse;kilometrage;puissance_fiscale_cv;puissance_reelle_ch;prix;code_postal;url_annonce
Renault;Mégane Estate;2021;5;essence;Automatique;45214;7;140;17479;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-megane-estate-1-3-tce-140ch-fap-intens-edc-38320-eybens-250722
Renault;Zoé;2021;5;électrique;Automatique;74981;4;109;12480;1;https://www.autosphere.fr/fiche4/auto-occasion-renault-zoe-e-tech-business-charge-normale-r110-achat-integral-21-01000-bourg-en-bresse-160497
Ford;Fiesta;2023;3;e85;Manuelle;19289;5;95;18999;78;https://www.autosphere.fr/fiche/auto-occasion-ford-fiesta-1-0-flexifuel-95ch-active-x-5p-78310-coignieres-2032
Renault;Kangoo;2021;5;essence;Manuelle;79923;7;130;20799;51;https://www.autosphere.fr/fiche/auto-occasion-renault-kangoo-1-3-tce-130ch-intens-51000-chalons-en-champagne-021898
Volkswagen;Id.3;2025;1;électrique;Automatique;5498;5;204;27999;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-id-3-204ch-pro-59-kwh-life-max-51100-reims-115312
Dacia;Sandero;2025;1;essence;Manuelle;9000;5;90;16490;57;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-journey-57500-saint-avold-st43975988
Renault;Clio;2025;1;hybride;Automatique;15620;5;145;21499;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-evolution-24-62000-arras-451529
Renault;Mégane;2025;1;électrique;Automatique;5000;4;220;39990;57;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-220ch-esprit-alpine-autonomie-confort-25-57000-metz-c8981
Renault;Clio;2023;3;essence;Manuelle;65245;5;90;13990;51;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-51100-reims-948457
Renault;Captur;2020;6;gpl;Manuelle;96953;5;100;13499;60;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-100ch-intens-gpl-20-60740-saint-maximin-1020320
Renault;Mégane;2022;4;électrique;Automatique;36356;4;220;29999;59;https://www.autosphere.fr/fiche/auto-occasion-renault-megane-e-tech-electric-ev60-220ch-techno-super-charge-59640-dunkerque-601251
Renault;Espace;2017;9;diesel;Manuelle;109680;7;130;14990;2;https://www.autosphere.fr/fiche/auto-occasion-renault-espace-1-6-dci-130ch-energy-life-02500-hirson-250574
Renault;Captur;2025;1;hybride;Automatique;16814;5;145;25499;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-evolution-02300-chauny-250854
Peugeot;208;2025;1;essence;Automatique;5000;5;110;22990;13;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-hybrid-110ch-allure-e-dcs6-13100-aix-en-provence-st43311722
Renault;Trafic Combi;2022;4;diesel;Manuelle;73683;8;150;27499;13;https://www.autosphere.fr/fiche/auto-occasion-renault-trafic-combi-l2-2-0-blue-dci-150ch-s-s-zen-8-places-13127-vitrolles-30448
Renault;Clio;2023;3;essence;Manuelle;87506;5;90;12499;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-evolution-13127-vitrolles-30252
Peugeot;3008;2025;1;essence;Automatique;17913;7;136;31299;13;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-1-2-hybrid-136ch-allure-e-dcs6-13300-salon-de-provence-37216
Peugeot;208;2022;4;électrique;Automatique;64133;4;136;17799;86;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-e-208-136ch-gt-86000-poitiers-12092884
Nissan;Qashqai;2022;4;essence;Automatique;40294;8;158;21979;69;https://www.autosphere.fr/fiche4/auto-occasion-nissan-qashqai-1-3-mild-hybrid-158ch-business-edition-xtronic-69200-venissieux-617581
Dacia;Sandero;2022;4;gpl;Manuelle;50000;5;100;14999;59;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-expression-59320-sequedin-233959
Skoda;Kamiq;2020;6;essence;Automatique;35132;8;150;21499;86;https://www.autosphere.fr/fiche/auto-occasion-skoda-kamiq-1-5-tsi-150ch-style-dsg7-euro6d-ap-86000-poitiers-12092735
Dacia;Sandero;2021;5;essence;Manuelle;41794;5;90;13499;62;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-stepway-confort-62232-fouquieres-les-bethune-250528
Peugeot;Expert;2019;7;diesel;Manuelle;84878;5;120;17199;2;https://www.autosphere.fr/fiche/auto-occasion-peugeot-expert-tole-standard-1-5-bluehdi-120ch-s-s-bvm6-premium-02000-laon-250838
Citroen;C3;2022;4;diesel;Manuelle;32556;5;100;14980;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-5-bluehdi-100ch-s-s-shine-pack-e6-d-38320-eybens-251099
Renault;Captur;2021;5;diesel;Manuelle;47268;6;115;17880;1;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-5-blue-dci-115ch-intens-01000-bourg-en-bresse-160498
Ford;Fiesta Active;2019;7;essence;Automatique;82564;5;100;12199;64;https://www.autosphere.fr/fiche/auto-occasion-ford-fiesta-active-1-0-ecoboost-100ch-s-s-pack-bva-euro6-2-64200-bassussarry-49972
Volkswagen;Polo;2024;2;essence;Manuelle;10061;5;95;19590;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-polo-1-0-tsi-95ch-life-51520-saint-martin-sur-le-pre-053096
Renault;Captur;2024;2;essence;Manuelle;24509;5;90;17999;84;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-90ch-techno-84120-pertuis-881608
Peugeot;208;2024;2;essence;Manuelle;11660;5;100;15499;63;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-63000-clermont-ferrand-1002663
Bmw;X1;2023;3;diesel;Automatique;45268;8;150;39499;33;https://www.autosphere.fr/fiche-mixte/auto-occasion-bmw-x1-sdrive18d-150ch-xline-33260-la-teste-de-buch-2511072
Toyota;C-Hr;2017;9;hybride;Automatique;78491;4;98;18999;86;https://www.autosphere.fr/fiche/auto-occasion-toyota-c-hr-122h-distinctive-2wd-e-cvt-86100-chatellerault-1231954
Dacia;Duster;2022;4;gpl;Manuelle;34265;5;100;17499;62;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-0-eco-g-100ch-expression-4x2-62232-fouquieres-les-bethune-250560
Renault;Clio;2023;3;essence;Manuelle;25785;5;90;15799;59;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-59320-sequedin-233735
Volkswagen;T-Cross;2025;1;essence;Automatique;2348;6;116;27999;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-volkswagen-t-cross-1-0-tsi-116ch-r-line-edition-dsg7-51100-reims-115306
Peugeot;208;2024;2;essence;Manuelle;17217;4;75;12978;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-active-38000-grenoble-114969
Toyota;Yaris;2023;3;hybride;Automatique;23723;5;92;21999;3;https://www.autosphere.fr/fiche-mixte/auto-occasion-toyota-yaris-116h-iconic-5p-my22-03110-charmeil-3000658
Renault;Captur;2025;1;hybride;Automatique;8000;5;145;29899;13;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-full-hybrid-145ch-esprit-alpine-13127-vitrolles-4834d
Citroen;Jumpy;2025;1;électrique;Automatique;1500;9;136;31999;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-jumpy-m-136ch-100kw-batterie-75-kwh-64200-bassussarry-49146
Renault;Kangoo Van;2024;2;diesel;Manuelle;16329;5;95;18990;25;https://www.autosphere.fr/fiche4/auto-occasion-renault-kangoo-van-l1-1-5-blue-dci-95ch-grand-confort-22-25000-besancon-195445
Renault;Captur;2025;1;gpl;Manuelle;14565;5;100;22799;59;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-eco-g-100ch-techno-59470-wormhout-250853
Ford;Ecosport;2018;8;essence;Manuelle;99000;7;140;10980;38;https://www.autosphere.fr/fiche4/auto-occasion-ford-ecosport-1-0-ecoboost-140ch-st-line-euro6-2-38320-eybens-250771
Peugeot;108;2020;6;essence;Manuelle;32978;4;72;9499;13;https://www.autosphere.fr/fiche/auto-occasion-peugeot-108-vti-72-like-s-s-4cv-5p-13127-vitrolles-30535
Peugeot;2008;2008;18;essence;Automatique;55842;7;130;16999;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-allure-eat8-13100-aix-en-provence-95751
Toyota;Yaris Cross;2023;3;hybride;Automatique;29682;5;92;24999;10;https://www.autosphere.fr/fiche-mixte/auto-occasion-toyota-yaris-cross-116h-trail-marchepieds-my22-10000-troyes-025723
Peugeot;208;2023;3;diesel;Manuelle;77584;5;100;13299;16;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-5-bluehdi-100ch-s-s-active-pack-16430-champniers-127800
Dacia;Duster;2025;1;hybride;Automatique;7451;5;140;26980;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-dacia-duster-1-6-hybrid-140ch-journey-38300-bourgoin-jallieu-233527
Dacia;Duster;2024;2;hybride;Automatique;12667;5;140;27299;2;https://www.autosphere.fr/fiche/auto-occasion-dacia-duster-1-6-hybrid-140ch-extreme-4x2-02500-hirson-250494
Peugeot;2008;2008;18;essence;Automatique;81656;7;130;15690;73;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-2008-1-2-puretech-130ch-s-s-allure-eat8-73000-chambery-331111
Mitsubishi;Eclipse Cross;2023;3;hybride;Automatique;53829;5;188;27999;62;https://www.autosphere.fr/fiche-mixte/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-business-4wd-2023-62217-beaurains-a2079317
Citroen;C4 Cactus;2017;9;essence;Manuelle;91793;5;110;8640;8;https://www.autosphere.fr/fiche4/auto-occasion-citroen-c4-cactus-puretech-110-shine-s-s-08000-charleville-mezieres-736
Renault;Clio;2025;1;essence;Manuelle;8561;5;90;21499;13;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-esprit-alpine-24-13800-istres-023907
Toyota;Aygo;2018;8;essence;Manuelle;22132;4;72;10499;69;https://www.autosphere.fr/fiche/auto-occasion-toyota-aygo-1-0-vvt-i-72ch-x-play-5p-69140-rillieux-la-pape-071732
Peugeot;2008;2008;18;essence;Manuelle;37349;5;100;14329;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-puretech-100ch-s-s-style-38000-grenoble-115718
Peugeot;308 Sw;2019;7;essence;Manuelle;22031;6;130;14599;86;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-sw-1-2-puretech-130ch-e6-c-s-s-allure-6cv-86400-civray-83152
Peugeot;208;2021;5;essence;Automatique;66979;5;100;14999;84;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-gt-eat8-84000-avignon-59814
Renault;Master;2023;3;diesel;Manuelle;37384;8;135;24299;77;https://www.autosphere.fr/fiche/auto-occasion-renault-master-f3300-l2h2-2-3-blue-dci-135ch-grand-confort-euro6-77100-nanteuil-les-meaux-037147
Renault;Clio;2025;1;diesel;Manuelle;10671;5;100;20299;59;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-24-59640-dunkerque-601175
Renault;Scénic;2019;7;diesel;Manuelle;92294;6;120;14658;26;https://www.autosphere.fr/fiche4/auto-occasion-renault-scenic-1-7-blue-dci-120ch-business-26000-valence-442330
Jeep;Compass;2021;5;essence;Automatique;61043;8;150;22999;17;https://www.autosphere.fr/fiche/auto-occasion-jeep-compass-1-3-gse-t4-150ch-80th-anniversary-4x2-bvr6-17138-puilboreau-16314
Dacia;Sandero;2025;1;gpl;Manuelle;12452;5;100;17999;84;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-extreme-24-84120-pertuis-250403
Citroen;Berlingo;2025;1;électrique;Automatique;500;4;136;37900;73;https://www.autosphere.fr/fiche4/auto-occasion-citroen-berlingo-m-moteur-electrique-136ch-100-kw-shine-automatique-73000-chambery-vd016764
Peugeot;3008;2017;9;essence;Manuelle;110050;7;130;11999;30;https://www.autosphere.fr/fiche/auto-occasion-peugeot-3008-1-2-puretech-130ch-allure-s-s-30133-les-angles-11095
Renault;Captur;2020;6;hybride;Automatique;49725;5;160;16480;38;https://www.autosphere.fr/fiche4/auto-occasion-renault-captur-1-6-e-tech-plug-in-160ch-intens-38090-villefontaine-233246
Mitsubishi;Eclipse Cross;2023;3;hybride;Automatique;49468;5;188;28299;2;https://www.autosphere.fr/fiche/auto-occasion-mitsubishi-eclipse-cross-2-4-mivec-phev-188ch-intense-design-4wd-02200-soissons-250564
Citroen;C3;2023;3;essence;Manuelle;8200;4;83;12980;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-51100-reims-001409
Peugeot;208;2023;3;essence;Automatique;7990;5;100;16299;86;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-pack-eat8-86100-chatellerault-1231963
Toyota;Yaris;2023;3;hybride;Automatique;43956;5;92;21499;75;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-116h-gr-sport-5p-my22-75005-paris-044462
Ds;Ds 7 Crossback;2022;4;diesel;Automatique;80243;7;130;24499;16;https://www.autosphere.fr/fiche/auto-occasion-ds-ds-7-crossback-bluehdi-130ch-ligne-noire-automatique-16430-champniers-314259
Citroen;C3;2023;3;essence;Manuelle;22194;4;83;13699;64;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-plus-64122-urrugne-50058
Peugeot;208;2022;4;diesel;Manuelle;92752;5;102;9477;1;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-208-1-5-bluehdi-100-premium-01000-bourg-en-bresse-128453
Citroen;Berlingo;2022;4;électrique;Automatique;36194;4;136;19480;73;https://www.autosphere.fr/fiche4/auto-occasion-citroen-berlingo-m-moteur-electrique-136ch-100-kw-feel-automatique-73100-aix-les-bains-330243
Dacia;Sandero;2022;4;essence;Automatique;38742;5;90;14499;62;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-tce-90ch-confort-cvt-22-62800-lievin-241231
Peugeot;308;2020;6;essence;Manuelle;56683;6;110;11484;38;https://www.autosphere.fr/fiche4/auto-occasion-peugeot-308-1-2-puretech-110ch-s-s-allure-pack-38000-grenoble-115841
Dacia;Sandero;2023;3;gpl;Manuelle;24135;5;100;15499;51;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-expression-51100-reims-048158
Suzuki;Swift;2025;1;essence;Manuelle;12240;4;83;16999;44;https://www.autosphere.fr/fiche-mixte/auto-occasion-suzuki-swift-1-2-hybrid-83ch-privilege-44700-orvault-704509
Renault;Clio;2018;8;diesel;Manuelle;53086;5;90;12499;77;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-5-dci-90ch-energy-business-5p-euro6c-77100-nanteuil-les-meaux-53219
Peugeot;3008;2023;3;essence;Automatique;33170;7;130;21990;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-3008-1-2-puretech-130ch-s-s-gt-eat8-38000-grenoble-115969
Mercedes;Eqa;2022;4;électrique;Automatique;42432;7;190;32999;17;https://www.autosphere.fr/fiche/auto-occasion-mercedes-eqa-250-190ch-progressive-line-17138-puilboreau-16409
Peugeot;308;2025;1;électrique;Automatique;2000;4;156;44590;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-308-e-308-156ch-batterie-55-kwh-gt-exclusive-38300-bourgoin-jallieu-vd384600
Peugeot;Boxer;2025;1;diesel;Automatique;10;7;140;35989;51;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-boxer-l2h2-3-5-140ch-s-s-bva8-51530-dizy-cr306895
Renault;Captur;2020;6;hybride;Automatique;55222;5;160;18499;10;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-6-e-tech-plug-in-160ch-intens-10000-troyes-025533
Suzuki;Swift;2023;3;essence;Manuelle;45000;4;83;15490;44;https://www.autosphere.fr/fiche-mixte/auto-occasion-suzuki-swift-1-2-dualjet-hybrid-83ch-privilege-44700-orvault-704521
Opel;Astra;2023;3;hybride;Automatique;44986;8;180;23999;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-opel-astra-1-6-turbo-180ch-hybrid-elegance-business-bva8-02000-laon-250440
Dacia;Sandero;2022;4;gpl;Manuelle;44093;5;100;12999;2;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-eco-g-100ch-stepway-essentiel-22-02200-soissons-250674
Peugeot;208;2024;2;essence;Manuelle;93013;5;100;12999;60;https://www.autosphere.fr/fiche/auto-occasion-peugeot-208-1-2-puretech-100ch-s-s-active-60200-compiegne-3014448
Citroen;C3;2023;3;essence;Manuelle;8032;4;83;12980;8;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-2-puretech-83ch-s-s-shine-08000-charleville-mezieres-618
Fiat;500x;2016;10;essence;Manuelle;114602;8;140;9999;44;https://www.autosphere.fr/fiche/auto-occasion-fiat-500x-1-4-multiair-16v-140ch-lounge-44400-reze-110342
Renault;Austral;2024;2;hybride;Automatique;81427;7;200;26999;94;https://www.autosphere.fr/fiche/auto-occasion-renault-austral-1-2-e-tech-full-hybrid-200ch-techno-esprit-alpine-23-94400-vitry-sur-seine-001342
Renault;Trafic Combi;2024;2;diesel;Manuelle;6564;8;150;35299;74;https://www.autosphere.fr/fiche/auto-occasion-renault-trafic-combi-l2-2-0-blue-dci-150ch-s-s-zen-8-places-e6e-74100-annemasse-121764
Renault;Symbioz;2025;1;hybride;Automatique;9463;6;160;37999;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-symbioz-1-8-e-tech-full-hybrid-160ch-iconic-25-13100-aix-en-provence-d4809
Renault;Captur;2023;3;essence;Manuelle;19535;5;90;16499;77;https://www.autosphere.fr/fiche/auto-occasion-renault-captur-1-0-tce-90ch-evolution-77100-nanteuil-les-meaux-037354
Peugeot;2008;2008;18;essence;Manuelle;22207;5;100;18480;1;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-1-2-100ch-s-s-allure-01000-bourg-en-bresse-128143
Ford;Focus;2023;3;essence;Manuelle;57700;6;125;20799;8;https://www.autosphere.fr/fiche/auto-occasion-ford-focus-1-0-flexifuel-mhev-125ch-st-line-design-08000-charleville-mezieres-8014767
Peugeot;308;2018;8;essence;Manuelle;83409;7;130;10499;37;https://www.autosphere.fr/fiche/auto-occasion-peugeot-308-1-2-puretech-130ch-6-c-s-s-gt-line-37170-chambray-les-tours-700711
Renault;Grand Scénic;2019;7;diesel;Manuelle;39545;6;120;20748;69;https://www.autosphere.fr/fiche4/auto-occasion-renault-grand-scenic-1-7-blue-dci-120ch-business-7-places-69200-venissieux-617707
Peugeot;308;2025;1;essence;Automatique;3;7;145;29199;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-308-1-2-hybrid-145ch-style-e-dcs6-13300-salon-de-provence-37194
Peugeot;2008;2008;18;électrique;Automatique;39399;4;136;17799;13;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-2008-e-2008-136ch-style-13300-salon-de-provence-37182
Renault;Clio;2025;1;diesel;Manuelle;8492;5;100;20430;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-renault-clio-1-5-blue-dci-100ch-evolution-24-38200-vienne-100744
Mercedes;Classe A;2023;3;essence;Automatique;20793;7;136;28990;2;https://www.autosphere.fr/fiche-mixte/auto-occasion-mercedes-classe-a-180-136ch-progressive-line-7g-dct-02100-saint-quentin-q410045
Ford;Puma;2023;3;e85;Manuelle;42249;6;125;18299;62;https://www.autosphere.fr/fiche-mixte/auto-occasion-ford-puma-1-0-flexifuel-125ch-s-s-mhev-titanium-62800-lievin-1026073
Bmw;X1;2022;4;hybride;Automatique;83995;6;220;28799;59;https://www.autosphere.fr/fiche/auto-occasion-bmw-x1-xdrive25ea-220ch-m-sport-6cv-59650-villeneuve-d-ascq-66
Toyota;Yaris Cross;2023;3;hybride;Automatique;50980;5;92;23499;69;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-cross-116h-gr-sport-my22-69140-rillieux-la-pape-071644
Seat;Ibiza;2021;5;essence;Automatique;77468;8;150;19299;44;https://www.autosphere.fr/fiche/auto-occasion-seat-ibiza-1-5-tsi-150ch-fr-xclusive-act-dsg7-44400-reze-110427
Volkswagen;Coccinelle Cabriolet;2017;9;essence;Automatique;100304;6;105;17999;30;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-coccinelle-cabriolet-1-2-tsi-105ch-bluemotion-technology-design-dsg7-30000-nimes-2193437
Fiat;500;2024;2;électrique;Automatique;2000;3;118;24990;51;https://www.autosphere.fr/fiche4/auto-occasion-fiat-500-e-118ch-pack-confort-my24-51530-dizy-vd270184
Renault;Clio;2023;3;essence;Manuelle;13316;5;90;17790;2;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-0-tce-90ch-equilibre-02300-chauny-250844
Ds;Ds 4;2015;11;diesel;Manuelle;89387;6;120;10579;38;https://www.autosphere.fr/fiche4/auto-occasion-ds-ds-4-bluehdi-120ch-so-chic-s-s-38320-eybens-250813
Dacia;Sandero;2020;6;essence;Manuelle;25995;4;75;8499;13;https://www.autosphere.fr/fiche/auto-occasion-dacia-sandero-1-0-sce-75ch-access-20-13127-vitrolles-30568
Peugeot;208;2023;3;essence;Manuelle;44948;4;75;11999;79;https://www.autosphere.fr/fiche-mixte/auto-occasion-peugeot-208-1-2-puretech-75ch-s-s-active-pack-79000-niort-1242932
Volkswagen;Polo;2023;3;essence;Manuelle;55389;5;95;15990;51;https://www.autosphere.fr/fiche/auto-occasion-volkswagen-polo-1-0-tsi-95ch-life-business-51520-saint-martin-sur-le-pre-053122
Toyota;Yaris;2023;3;hybride;Automatique;20514;5;92;18999;69;https://www.autosphere.fr/fiche/auto-occasion-toyota-yaris-116h-dynamic-5p-my22-69410-champagne-au-mont-d-or-063897
Renault;Clio;2025;1;hybride;Automatique;9767;5;145;23299;62;https://www.autosphere.fr/fiche/auto-occasion-renault-clio-1-6-e-tech-145ch-full-hybrid-techno-24-62114-sains-en-gohelle-225472
Citroen;C3;2022;4;diesel;Manuelle;36218;5;100;13980;38;https://www.autosphere.fr/fiche-mixte/auto-occasion-citroen-c3-1-5-bluehdi-100ch-s-s-shine-pack-e6-d-38320-eybens-250790
